Fala
"['Os', 'dois', 'lados', 'rua', 'pedem', 'ética', 'política', 'Hoje', 'vamos', 'dar', 'primeiro', 'passo', 'Em', 'nome', 'desempregados', 'indústria', 'nacional']"
"['Pelos', 'gaúchos', 'represento', 'combater', 'projeto', 'poder', 'corrupção', 'Lula', 'PT', 'agricultores', 'brasileiros', 'impeachment']"
"['Presidente', 'momento', 'reescrever', 'ética', 'democracia', 'brasileira', 'Pela', 'família', 'Canoas', 'gaúchos']"
"['Pelos', 'trabalhadores', 'trabalhadoras', 'democraciae', 'respeito', 'soberano', 'povo', 'brasileiro', 'elegeu', 'Presidenta', 'Dilma', '54', 'milhões', 'votos', 'golpe']"
"['Sou', 'brasileiro', 'defesa', 'pequenos', 'pobres', 'trabalhadores', 'defesa', 'movimentos', 'sociais', 'reforma', 'agrária', 'reforma', 'urbana', 'democracia', 'todos', 'réus', 'Lava-Jato', 'prisão', 'contra', 'golpe']"
"['Pela', 'democracia', 'soberania', 'popular', 'dignidade', 'humana', 'todos', 'lutaram', 'contra', 'ditadura', 'militar', 'Deputado', 'Rubens', 'Paiva', 'cassado', 'morto', 'ditadura', 'novas', 'gerações', 'nãoa', 'golpe']"
"['Pelo', 'povo', 'Caxias', 'Sul', 'Serra', 'Gaúcha', 'Rio', 'Grande', 'Sul', 'dignidade', 'esperança', 'povo', 'brasileiro', 'Viva', 'Viva', 'Sérgio', 'Moro']"
"['Para', 'corresponder', 'Presidente', 'expectativas', 'eleitores', 'brasileiros', 'expectativas', 'melhor', 'combater', 'corrupção', 'possamos', 'olhar', 'frente', 'diferente', 'separar', 'legal', 'ilegal', 'Constituição', 'poderia', 'ser', 'impeachment', 'Presidente', 'Dilma']"
"['Diz', 'hino', 'rio-grandense', 'Sirvam', 'façanhas', 'modelo', 'toda', 'terra', 'Estamos', 'legitimados', 'povo', 'brasileiro', 'dizer', 'basta', 'roubalheira', 'esperança', 'novo', 'futuro']"
"['Pela', 'família', 'esposa', 'filhos', 'famílias', 'brasileiras', 'crianças', 'Santa', 'Rosa', 'povo', 'Rio', 'Grande', 'Presidente']"
"['reconheço', 'legitimidade', 'Eduardo', 'Cunha', 'presidir', 'processo', 'Não', 'reconheço', 'legitimidade', 'conspirador', 'Michel', 'Temer', 'presidir', 'País', 'Não', 'acredito', 'político', 'demagogo', 'fala', 'combater', 'corrupção', 'alia', 'corruptos', 'pior', 'Contra', 'golpe', 'contra', 'golpistas']"
"['Contra', 'acordão', 'Eduardo', 'Cunha', 'Michel', 'Temer', 'Aécio', 'Neves', 'querem', 'abafar', 'combate', 'corrupção', 'contra', 'golpistas', 'prezam', 'democracia', 'direitos', 'trabalhadores', 'Constituição', 'jurei', 'cumprir', 'democracia', 'legalidade', 'golpe']"
"['Presidente', 'Dilma', 'Temer', 'Cunha', 'quero', 'eleições', 'limpas', 'honestas', 'limpar', 'sujeira', 'limpar', 'alma', 'País', 'Cumpro', 'decisão', 'partido', 'posso', 'votar', 'favor', 'contra', 'abstenção', 'contra', 'corrupção']"
"['Existe', 'espaço', 'política', 'sério', 'fala', 'verdade', 'Vamos', 'crescer', 'trabalho', 'exemplo', 'vir', 'cima', 'Pelo', 'Rio', 'Grande']"
"['Pelos', 'fundamentos', 'cristianismo', 'defesa', 'princípios', 'administração', 'pública', 'porque', 'ninguém', 'acima', 'lei']"
"['Presidente', 'respeito', 'suor', 'mão', 'calejada', 'fumicultores', 'trabalhadores', 'indústria', 'fumageira', 'Estado', 'Rio', 'Grande', 'Sul', 'Feliz', 'aniversário', 'Ana', 'neta']"
"['Com', 'serenidade', 'convicção', 'Estado', 'Santa', 'Catarina', 'fim', 'corrupção', 'todos', 'espaços', 'poder']"
[]
"['Presidente', '1992', 'votei', 'favor', 'impeachment', 'Agora', 'País', 'clamando', 'mudança', 'Estou', 'nome', 'povo', 'Florianópolis', 'nome', 'povo', 'Santa', 'Catarina', 'segunda', 'vez', 'neste', 'plenário']"
"['Presidente', 'trabalhadores', 'campo', 'cidade', 'todos', 'lutaram', 'democracia', 'tombaram', 'nesta', 'luta', 'Deputado', 'Paulo', 'Wright', 'Estado', 'assassinado', 'ditadura', 'contra', 'golpe']"
"['Para', 'honrar', 'ampla', 'maioria', 'vontade', 'povo', 'catarinense', 'dar', 'chance']"
"['Presidente', 'honra', 'família', 'cidade', 'Criciúma', 'Santa', 'Catarina', 'libertação', 'povo', 'brasileiro', 'digo']"
"['Presidente', 'esperança', 'futuro', 'melhor', 'brava', 'gente', 'Santa', 'Catarina', 'Blumenau', 'Presidente']"
"['Presidente', 'família', 'guerreira', 'Chapecó', 'Estado', 'Santa', 'Catarina', 'quebrar', 'espinha', 'dorsal', 'dessa', 'quadrilha', 'Presidente']"
"['Pelos', 'princípios', 'ensinei', 'filhas', 'ética', 'honestidade', 'moral', 'quais', 'quero', 'ensinem', 'netos', 'povo', 'Santa', 'Catarina', 'vai', 'ruas', 'protestar', 'contra', 'corrupção']"
"['Presidente', 'filhos', 'Bruno', 'Felipe', 'privilégio', 'ser', 'Santa', 'Catarina', 'entender', 'corrupção', 'combina', 'democracia', 'Santa', 'Catarina']"
"['Em', 'nome', 'Joinville', 'Santa', 'Catarina', 'neto', 'Pedro', 'nasceu', 'há10', 'dias', 'futuro', 'todas', 'famílias', 'bem']"
"['Para', 'traduzir', 'sentimento', 'majoritário', 'povo', 'gente', 'Santa', 'Catarina', 'esperança', 'momento', 'inaugure', 'novo', 'tempo', 'política', 'brasileira']"
"['Presidente', 'Lula', 'melhor', 'Presidente', 'deste', 'País', 'Dilma', 'mulher', 'valente', 'honesta', 'democracia', 'Não', 'golpe', 'Fora', 'golpistas']"
"['Pelo', 'cidade', 'Ituporanga', 'adotou', 'Nova', 'Trento', 'onde', 'nasci', 'toda', 'Santa', 'Catarina', 'mudança', 'Estatuto', 'Desarmamento', 'agricultores', 'fim', 'corrupção']"
"['Pela', 'cidade', 'Criciúma', 'maioria', 'povo', 'Estado', 'esperança']"
"['Por', 'todos', 'brasileiros', 'enganados', 'Governo', 'Santa', 'Catarina', 'oeste', 'catarinense', 'Xanxerê', 'Chapecó', 'todos', 'produzem', 'trabalham', 'neste', 'agricultores', 'alimentam', 'todos', 'dias', 'porque', 'agricultor', 'planta', 'ninguém', 'almoça', 'janta', 'Presidente']"
"['Presidente', 'caráter', 'valor', 'homem', 'faz', 'ouro', 'prata', 'faz', 'posição', 'Pelo', 'Estado', 'Amapá']"
"['Presidente', 'querido', 'Estado', 'Amapá', 'família', 'amigos', 'eleitores', 'votaram', 'mim', 'forma', 'espontânea', 'povo', 'maravilhoso', 'Estado', 'Amapá', 'paz', 'harmonia', 'concórdia']"
"['Em', 'defesa', 'popular', 'regras', 'democráticas', 'impeachment', 'porque', 'existe', 'crime', 'Fora', 'Cunha']"
"['Pelo', 'Amapá', 'democracia', 'votos', 'válidos', 'senhores']"
"['Presidente', 'Parlamentares', 'momento', 'histórico', 'passado', 'limpo', 'Considerando', 'situação', 'origem', 'delegado', 'Polícia', 'Federal', 'quero', 'dizer', 'Amapá', 'Justiça', 'Ministério', 'Público', 'retiveram', 'recolher', '350', 'milhões', 'reais', 'devidos', 'Fisco', 'Se', 'queremos', 'consertar', 'precisamos', 'ir', 'final', 'propondo', 'CPI', 'possamos', 'realmente', 'passar', 'limpo', 'CPI', 'impeachment']"
"['acho', 'nunca', 'vi', 'tanta', 'hipocrisia', 'junta', 'metro', 'quadrado', 'Dizer', 'vai', 'votar', 'contra', 'corrupção', 'colocando', 'Michel', 'Temer', 'Eduardo', 'Cunha', 'Presidente', 'Vice-Presidente', 'hipocrisia', 'tamanho', 'povo', 'sabe', 'vai', 'enxergar', 'Então', 'democracia', 'contra', 'golpe', 'Estado', 'institucional', 'sendo', 'feito', 'Casa', 'tranquilamente', 'consciência']"
"['Pelo', 'Programa', 'Minha', 'Casa', 'Minha', 'Vida', 'PRONATEC', 'desenvolvimento', 'Presidente']"
"['Por', 'novas', 'eleições', 'porque', 'trocar', 'seis', 'meia', 'dúzia', 'resolve', 'abstenho']"
"['Presidente', 'trabalhadores', 'brasileiros', 'povo', 'Pará', 'filhos', 'Constituição', 'brasileira', 'contra', 'Dilma', 'contra', 'Cunha']"
"['Presidente', 'defesa', 'democracia', 'defesa', 'Constituição', 'defesa', 'povo', 'pobre', 'Governo', 'Lula', 'Governo', 'Presidenta', 'Dilma', 'esperança', 'investimentos']"
"['Presidente', 'todos', 'Pará', 'sabem', 'lealdade', 'posição', 'contrária', 'impeachment', 'No', 'entanto', 'respeito', 'posição', 'PP', 'partido', 'abstenho']"
"['Presidente', 'nome', 'filho', 'Éder', 'Mauro', 'Filho', 'anos', 'Rogério', 'junto', 'esposa', 'formamos', 'família', 'tanto', 'bandidos', 'querem', 'destruir', 'propostas', 'criança', 'troque', 'sexo', 'aprenda', 'sexo', 'escolas', 'anos', 'idade', 'nome', 'todo', 'povo', 'Estado', 'Pará']"
"['Presidente', 'rotundo', 'moral', 'ser', 'partido', 'PSOL', 'faz', 'oposição', 'oposição', 'esquerda', 'programática', 'socialista', 'Governo', 'conivente', 'golpe', 'democracia']"
"['Em', 'respeito', 'Carta', 'Magna', 'Constituição']"
"['Pelo', 'Pará']"
"['Com', 'proteção', 'Deus', 'respeito', 'família', 'respeito', 'amigos', 'respeito', 'Castanhal', 'Estado', 'Pará']"
"['Pedindo', 'bênçãos', 'Nossa', 'Senhora', 'Nazaré', 'Estado', 'Pará', 'família', 'honra', 'duas', 'filhas', 'contra', 'corrupção']"
"['Presidente', 'sentimento', 'majoritário', 'preside', 'cada', 'brasileiro', 'acompanha', 'sessão', 'histórica', 'realiza', 'hoje', 'Câmara', 'Deputados', 'sentimento', 'esperança', 'Portanto', 'vou', 'acompanhar', 'opinião', 'majoritária', 'povo', 'Estado', 'Pará']"
"['Presidente', 'família', 'família', 'quadrangular', 'evangélica', 'todo', 'Pará', 'feliz', 'Nação', 'cujo', 'Deus', 'Senhor', 'Que', 'Deus', 'continue', 'abençoando', 'povo', 'brasileiro']"
"['Presidente', 'respeito', 'família', 'povo', 'brasileiro', 'querido', 'Pará', 'consideração', 'respeito', 'nação', 'evangélica']"
"['Presidente', 'penso', 'acusações', 'feitas', 'Presidente', 'República', 'eivadas', 'falhas', 'vícios', 'Penso', 'processo', 'impeachment', 'processo', 'equivocado', 'Por', 'contra', 'impeachment']"
"['Presidente', 'respeito', 'mulher', 'filhos', 'netos', 'povo', 'querido', 'Estado', 'Pará', 'futuro', 'melhor']"
"['Pela', 'defesa', 'democracia', 'considerar', 'Presidente', 'Dilma', 'cometeu', 'nenhum', 'crime', 'diferentemente', 'tantos', 'outros', 'denunciados', 'cometeram', 'envergonham', 'Casa', 'toda', 'história', 'povo', 'Pará', 'digo', 'impeachment']"
"['Presidente', 'colega', 'Câmara', 'cujo', 'nome', 'vou', 'citar', 'disse', 'cassarmos', 'Presidente', 'Dilma', 'hoje', 'vai', 'mudar', 'comprei', 'passagem', 'volta', 'Saia', 'daqui', 'porque', 'vamos', 'cassar', 'nome', 'Pará', 'Minha', 'mãe', 'negra', 'Lucimar', 'sul', 'sudeste', 'Pará', 'Tapajós', 'amado', 'querido', 'nordeste', 'Pará', 'toda', 'área', 'metropolitana', 'encaminhamos', 'nome', 'mãezinha', 'filhos', 'amigos', 'Solidariedade', 'desse', 'povo', 'querido', 'vota', 'votamos', 'vota', 'coloca', 'mão', 'cima', 'Coloca', 'mão', 'cima']"
"['Povo', 'brasileiro', 'povo', 'Pará', 'coração', 'aguentar', 'tanta', 'hipocrisia', 'Pela', 'democracia', 'desenvolvimento', 'contra', 'fascistas', 'golpistas', 'oportunistas', 'picaretas', 'desta', 'Câmara', 'contra', 'golpe', 'moderno', 'querem', 'fazer', 'atingir', 'Presidenta', 'Dilma', 'Covardia', 'daqueles', 'votam', 'favor', 'desse', 'impeachment', 'Bando', 'covardes']"
"['futuro', 'mero', 'encontro', 'astros', 'futuro', 'constrói', 'segundo', 'Dom', 'Ivo', 'Lorscheiter', 'Presidente', 'nobres', 'pares', 'Relator', 'Jovair', 'Arantes', 'Voto', 'reconstrução', 'Voto']"
"['Pela', 'liberdade', 'democracia', 'futuro', 'melhor', 'honra', 'povo', 'Paraná', 'pessoas', 'bem', 'querem', 'tirar', 'oligarquia', 'instalada', 'neste', 'poder', 'impeachment']"
"['Acredito', 'única', 'forma', 'termos', 'legitimidade', 'partir', 'desta', 'crise', 'nova', 'eleição', 'presidencial', 'defendo', 'Neste', 'momento', 'posso', 'aceitar', 'Dilma', 'Temer', 'menos', 'Eduardo', 'Cunha', 'acusado', 'ser', 'ladrão', 'Por']"
"['Pela', 'democracia', 'respeito', 'Constituição', 'juramos', 'cumprir', 'nesta', 'Casa', 'cidadania', 'pobres', 'deste', 'País']"
"['Senhores', 'cabe', 'tarefa', 'unirmos', 'País', 'leis', 'todos', 'pedaladas', 'condenam', 'Dilma', 'devem', 'condenar', 'Governadores', 'Estado', 'Beto', 'Richa', 'hora', 'chegando', 'Meu']"
"['Presidente', 'eleito', 'paranaenses', 'acreditam', 'resgate', 'moralidade', 'política', 'Fui', 'eleito', 'projeto', 'fé', 'política', 'renovação', 'carismática', 'católica', 'Estado', 'Paraná', 'Pela', 'família', 'filha', 'esposa', 'povo', 'Paraná', 'orgulho', 'dizer', 'terra', 'Lava-Jato', 'avante', 'Polícia', 'Federal', 'Sim', 'impeachment']"
"['Pela', 'família', 'querida', 'cidade', 'Toledo', 'Estado', 'Paraná', 'agricultores', 'fazendo', 'País', 'ainda', 'possa', 'andar']"
"['Presidente', 'respeito', '200', 'milhões', 'habitantes', 'deste', 'País', 'lutaram', 'morreram', 'democracia', 'neste', 'momento', 'querem', 'transformar', 'Casa', 'colégio', 'eleitoral', 'aplicando', 'golpe', 'Constituição', 'respeito', 'trabalhadores']"
"['Pelo', 'Paraná', 'Estado', 'tão', 'maltratado', 'Governo', 'querida', 'Céu', 'Azul', 'região', 'Oeste', 'Estado', 'Paraná', 'Cascavel']"
"['Presidente', 'Delegado', 'Polícia', 'Federal', 'vai', 'fim', 'facção', 'criminosa', 'lulopetista', 'fim', 'pelegagem', 'CUT', 'fim', 'CUT', 'marginais', 'Viva', 'Lava-Jato', 'República', 'Curitiba', 'bandeira', 'nunca', 'vermelha', 'Sim', 'Presidente']"
['Presidente']
"['Presidente', 'sinto', 'cheiro', 'mesmas', 'aves', 'rapina', '54', 'levaram', 'Getúlio', 'suicídio', 'força', 'Cascavel', 'Oeste', 'Paraná', 'Noroeste', 'Campos', 'Gerais', 'eleitores', '150', 'mil', 'eleitores', 'povo', 'Paraná']"
"['Presidente', 'processo', 'jurídico', 'político', 'Pesou', 'vontade', 'paranaenses', 'partido', 'Pela', 'admissibilidade', 'processo', 'continua', 'julgado', 'Senado', 'Federal']"
"['Hoje', 'dia', 'vai', 'reencontrar', 'esperança', 'Pelo', 'povo', 'Paraná', 'brasileiros', 'queremos']"
"['povo', 'Paraná', 'pede', 'Espero', 'continuemos', 'ouvir', 'voz', 'ruas']"
"['Pelos', 'paranaenses', 'curitibanos', 'País', 'justo', 'decente', 'vamos', 'desistir', 'Impeachment', 'Viva', 'Viva', 'Curitiba']"
"['Em', 'nome', 'povo', 'brasileiro', 'amor', 'País', 'paranaenses', 'Curitiba', 'Londrina', 'Cambé', 'Rolândia', 'Arapongas', 'Ibiporã', 'base', 'eleitoral', 'sabendo', 'Governo', 'maioria', 'Parlamento', 'qualquer', 'Parlamento', 'mundo', 'maioria', 'terço', 'governar', 'Na', 'Europa', 'troca-se', 'Governo', 'maioria', 'Pelos', 'crimes', 'responsabilidade', 'lesa-pátria', 'cometidos', 'Presidente', 'Dilma']"
"['Sou', 'Deputado', 'municipalista', 'agronegócio', 'Portanto', 'nome', 'Paraná', 'desenvolvimento', 'progresso']"
"['Presidente', 'Deputados', 'povo', 'brasileiro', 'defendo', 'eleições', 'gerais', 'renovação', 'política', 'De', 'preferência', 'população', 'mande', 'volta', 'casa', 'todas', 'exceção', 'velhas', 'raposas', 'aí', 'Voto', 'impeachment']"
"['Presidente', 'família', 'querido', 'Município', 'Francisco', 'Beltrão', 'querido', 'sudoeste', 'Paraná', 'eleitores', 'Estado']"
"['Presidente', 'Estado', 'Paraná']"
"['Presidente', 'País', 'sério', 'todos', 'sonhamos', 'queremos', 'País', 'mensalão', 'petrolão', 'queremos', 'querido', 'Paraná', 'Sérgio', 'Moro', 'querida', 'Umuarama']"
"['Presidente', 'nome', 'Deputados', 'Edmar', 'Arruda', 'Valdir', 'Rossoni', 'povo', 'ruas', 'verde', 'amarelo', 'livre', 'PT', 'Paraná', 'República', 'Curitiba']"
"['Presidente', 'unidade', 'Partido', 'Progressista', 'fechou', 'questão', 'relação', 'impeachment', 'progressistas', 'família', 'Maria', 'Victoria', 'Cida', 'Borghetti', 'Silvio', 'Barros', 'paranaenses', 'represento', 'Maringá']"
"['Presidente', 'primeiro', 'quero', 'fazer', 'homenagem', 'bancada', 'PPS', 'totalidade', 'votando', 'impeachment', 'Dois', 'Parlamentares', 'puderam', 'estar', 'votar', 'suplência', 'Deputado', 'Raul', 'Jungmann', 'Presidente', 'Deputado', 'Roberto', 'Freire', 'São', 'Paulo', 'Então', 'deixo', 'homenagem', 'disse', '1992', 'votando', 'nome', 'povo', 'Campo', 'Mourão', 'acolheu', 'recebeu', 'Repito', 'Campo', 'Mourão', 'acolheu', 'continuo', 'grato', 'Presidente', 'agora', 'compromisso', 'maior', 'fazer', 'Operação', 'Lava-Jato', 'Ministério', 'Público', 'Polícia', 'Federal', 'Juiz', 'Sérgio', 'Moro', 'possam', 'dar', 'contribuição', 'Por', 'Paraná']"
"['Em', 'respeito', 'família', 'Constituição', 'brasileira', 'representando', 'cidade', 'Ponta', 'Grossa', 'região', 'Campos', 'Gerais', 'Estado', 'Paraná']"
"['Presidente', 'nome', 'partido', 'PMDB', 'cidade', 'Curitiba', 'Paraná', 'nome', 'povo', 'brasileiro']"
"['Contra', 'ladroeira', 'contra', 'imposição', 'desse', 'partido', 'esquerda', 'quer', 'transformar', 'ditadura', 'esquerda', '``', '``', 'Pelo', 'impeachment', 'Sérgio', 'Moro', 'evangélicos', 'família']"
"['Em', 'memória', 'pai', 'Paulo', 'Wandscheer', 'certeza', 'estaria', 'mandando', 'pediria', 'mandaria', 'votar', 'cidade', 'Fazenda', 'Rio', 'Grande', 'Estado', 'Paraná', 'família', 'querido']"
"['Meu', 'homenagem', 'jovens', 'década', '60', 'lutaram', 'contra', 'ditadura', 'homenagem', 'jovens', 'muitos', 'meses', 'ruas', 'lutando', 'contra', 'golpe', 'homenagem', 'sindicalistas', 'movimentos', 'sociais', 'todos', 'sabem', 'jogo', 'apenas', 'Governo', 'apenas', 'figura', 'Presidenta', 'Dilma', 'democracia', 'Meu']"
"['Presidente', 'porque', 'constitucional', 'porque', 'necessário', '—meu', 'País', 'precisa', 'novo', 'rumo', 'família', 'Mato', 'Grosso', 'Sul', 'Impeachment', 'Viva']"
"['Em', 'homenagem', 'grande', 'brasileiro', 'Leonel', 'Brizola', 'história', 'luta', 'legalidade', 'democracia', 'liberdade', 'Presidente']"
"['Presidente', 'curta', 'estrada', 'política', 'segunda', 'vez', 'deparo', 'situação', 'dessas', 'segunda', 'vez', 'votar', 'contra', 'gestor', 'cometeu', 'improbidade', 'administrativa', 'Como', 'primeira', 'vez', 'Mato', 'Grosso', 'Sul', 'Pela', 'juventude', 'Tchau', 'querida']"
"['Em', 'respeito', 'querido', 'povo', 'Dourados', 'respeito', 'povo', 'Mato', 'Grosso', 'Sul', 'respeito', 'povo', 'brasileiro', 'nome', 'família', 'novo', 'Presidente']"
"['Porque', 'País', 'construir', 'causa', 'famílias', 'causa', 'Campo', 'Grande', 'morena', 'linda', 'Mato', 'Grosso', 'Sul']"
"['Pelo', 'Mato', 'Grosso', 'Sul', 'todos', 'ruas', 'pedir', 'momento', 'agricultores', 'família', 'nova', 'esperança']"
"['Presidente', 'impeachment', 'crime', 'golpe', 'Presidente', 'Dilma', 'cometeu', 'crime', 'Pela', 'democracia', 'liberdade']"
"['Presidente', '1964', 'Casa', 'resolveu', 'tomar', 'mandato', 'legitimamente', 'eleito', 'João', 'Goulart', 'Tancredo', 'Neves', 'microfone', 'referiu', 'golpistas', 'traidores', 'canalhas', 'canalhas', 'canalhas', 'Portanto', 'homenagem', 'Tancredo', 'Neves', 'absolutamente', 'defesa', 'democracia', 'Estado', 'Direito', 'pobres', 'povos', 'indígenas', 'quilombolas', 'reforma', 'agrária']"
"['Presidente', 'sabe', 'V.Exa', '.', 'presido', 'nacionalmente', 'Partido', 'República', 'Em', 'reunião', 'executiva', 'partido', 'realizada', 'forma', 'democrática', 'majoritariamente', 'partido', 'decidiu', 'encaminhar', 'Em', 'respeito', 'partido', 'respeito', 'colegas', 'Parlamentares', 'quero', 'comunicar', 'Casa', 'renuncio', 'mandato', 'Presidente', 'Nacional', 'Partido', 'República', 'porque', 'entendo', 'forma', 'diferente', 'Presidente', 'entendo', 'pertence', 'Governo', 'pertence', 'Oposição', 'pertence', 'partido', 'sequer', 'pertence', 'mim', 'pertence', 'povo', 'Amazonas', 'colocou', 'vida', 'pública', 'hámais', '30', 'anos', 'vida', 'pública', 'orgulho', 'majoritariamente', 'povo', 'Estado', 'Amazonas', 'vota', 'impedimento', 'Presidente']"
"['Presidente', 'libertação', 'povo', 'brasileiro', 'responsabilidade', 'mandato', 'Estado', 'Amazonas', 'Manaus', 'razão', 'amor']"
"['Presidente', 'família', 'povo', 'Estado', 'Amazonas', 'melhor', 'reencontrar', 'história']"
"['Presidente', 'gostaria', 'primeiro', 'lugar', 'agradecer', 'Deus', 'momento', 'pedir-lhe', 'misericórdia', 'Nação', 'Não', 'acho', 'final', 'desta', 'noite', 'vencidos', 'vencedores', 'quero', 'lembrar', 'frase', 'Platão', 'juiz', 'nomeado', 'fazer', 'favores', 'justiça', 'julgar', 'segundo', 'leis', 'Pelo', 'Amazonas']"
"['Presidente', 'Deputados', 'tentativa', 'clara', 'Estado', 'cidade', 'Manaus', 'parte', 'adversários', 'nunca', 'ter', 'dito', 'jogar', 'contra', 'povo', 'Deputados', 'Federais', 'votados', 'Capital', 'Amazonas', 'lado', 'povo', 'homem', 'coragem', 'aceito', 'pressão', 'nenhum', 'lados', 'Portanto', 'Manaus', 'povo']"
"['Presidente', 'Manaus', 'Amazonas', 'voltem', 'acreditar', 'País', 'justo', 'decente', 'ordeiro', 'honesto', 'acima', 'tudo', 'democrático', 'muita', 'satisfação', 'orgulho']"
"['Por', 'nova', 'chance', 'reconhecendo', 'legitimidade', 'processo', 'constitucional', 'movendo', 'Amazonas']"
"['Presidente', 'reconstrução', 'unidade', 'Nação', 'tentaram', 'dividir', 'amor', 'carinho', 'povo', 'Amazonas', 'família', 'acima', 'tudo', 'amor', 'Deus']"
"['Presidente', 'gostaria', 'cumprimentar', 'todos', 'nobres', 'companheiros', 'encontram', 'todos', 'assistem', 'meios', 'comunicação', 'País', 'Quero', 'dizer', 'hoje', 'votando', 'impeachment', 'Presidente', 'Dilma', 'amanhã', 'estaremos', 'votando', 'Presidente', 'pode', 'ter', 'certeza', 'votarei', 'mesma', 'forma', 'hoje', 'Respeitando', 'povo', 'rondoniense', 'respeitando', 'povo', 'brasileiro', 'contra', 'corrupção', 'venha', 'partido', 'vier']"
"['Presidente', 'homenagem', 'Presidente', 'partido', 'Mauro', 'Pereira', 'homenagem', 'Porto', 'Velho', 'Candeias', 'Jamari', 'Itapuã', 'Oeste', 'Jorge', 'Teixeira', 'Alto', 'Paraíso', 'todo', 'Estado', 'Rondônia']"
"['Presidente', 'povo', 'destemido', 'pioneiro', 'Estado', 'Rondônia', 'desbravou', 'região', 'família', 'respeito', 'eleitores']"
"['gostaria', 'hoje', 'domingo', 'população', 'brasileira', 'estános', 'assistindo', 'votar', 'projetos', 'tirar', 'lama', 'Agora', 'respeito', 'família', 'Rondônia', 'eleitores', 'Rolim', 'Moura', 'todas', 'cidades', 'campo', 'Estado', 'Rondônia', 'vou', 'votar', 'Presidente']"
